pole_joint_pos,pole_joint_vel,cart_joint_pos,cart_joint_vel,body_state_0,body_state_1,body_state_2,body_state_3,body_state_4,body_state_5,body_state_6,body_state_7,body_state_8,body_state_9,body_state_10,body_state_11,body_state_12
0.15164193511009216,-0.2732091546058655,-0.0026483021210879087,-0.20465026795864105
0.14439979195594788,-0.4700571298599243,-0.008131823502480984,-0.3584121763706207
0.13458959758281708,-0.6045466661453247,-0.015693707391619682,-0.46990659832954407
0.12307056784629822,-0.692568302154541,-0.02474294602870941,-0.5492087602615356
0.11046876758337021,-0.7471074461936951,-0.03483746573328972,-0.6046202182769775
0.0972248762845993,-0.7783698439598083,-0.0456542894244194,-0.6426998972892761
0.08363989740610123,-0.793907642364502,-0.05696048587560654,-0.6683176755905151
0.06991265714168549,-0.7992183566093445,-0.06858929246664047,-0.6850314736366272
0.05616822466254234,-0.7982491254806519,-0.0804218128323555,-0.6954057216644287
0.04247918725013733,-0.7937982082366943,-0.09237335622310638,-0.7012674808502197
0.028881018981337547,-0.7878403067588806,-0.10438358783721924,-0.7039135098457336
0.015383114106953144,-0.7817614078521729,-0.11640939861536026,-0.7042604088783264
0.001976576866582036,-0.7765299677848816,-0.12841980159282684,-0.7029526233673096
-0.01136020664125681,-0.7728191614151001,-0.14039230346679688,-0.7004408240318298
-0.024657657369971275,-0.7710936665534973,-0.152310311794281,-0.6970359683036804
-0.037952255457639694,-0.7716729640960693,-0.16416124999523163,-0.6929500102996826
-0.05128467455506325,-0.7747788429260254,-0.175935298204422,-0.6883256435394287
-0.06469850242137909,-0.7805658578872681,-0.18762436509132385,-0.6832553148269653
-0.07823936641216278,-0.7891425490379333,-0.19922155141830444,-0.6777946949005127
-0.09195435047149658,-0.8005878925323486,-0.2107204645872116,-0.6719732284545898
-0.1058916375041008,-0.814963161945343,-0.22211501002311707,-0.6658010482788086
-0.12010026723146439,-0.8323193192481995,-0.23339910805225372,-0.6592743992805481
-0.13463012874126434,-0.8527029752731323,-0.24456645548343658,-0.6523786783218384
-0.1495317965745926,-0.8761605620384216,-0.2556104063987732,-0.64509117603302
-0.16485673189163208,-0.9027459025382996,-0.26652392745018005,-0.637385904788971
-0.18065732717514038,-0.9325188994407654,-0.27729934453964233,-0.6292328238487244
-0.19698701798915863,-0.9655448198318481,-0.2879284620285034,-0.6205973029136658
-0.2139003723859787,-1.001895785331726,-0.2984025776386261,-0.6114403605461121
-0.23145326972007751,-1.0416514873504639,-0.3087121248245239,-0.6017196178436279
-0.24970299005508423,-1.084901213645935,-0.31884685158729553,-0.5913896560668945
-0.26870837807655334,-1.1317415237426758,-0.3287956416606903,-0.5804017782211304
-0.2885299324989319,-1.1822783946990967,-0.3385465443134308,-0.5687035322189331
-0.3092300295829773,-1.2366251945495605,-0.3480866849422455,-0.556238055229187
-0.3308729827404022,-1.2949033975601196,-0.3574020564556122,-0.5429443717002869
-0.3535252809524536,-1.3572417497634888,-0.3664776682853699,-0.5287559628486633
-0.37725546956062317,-1.4237687587738037,-0.3752972185611725,-0.5135959386825562
-0.40213462710380554,-1.4946417808532715,-0.3838432729244232,-0.4973963499069214
