base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,projected_gravity_x,projected_gravity_y,projected_gravity_z,velocity_command_x,velocity_command_y,velocity_command_z,joint_pos_0,joint_pos_1,joint_pos_2,joint_pos_3,joint_pos_4,joint_pos_5,joint_pos_6,joint_pos_7,joint_pos_8,joint_pos_9,joint_pos_10,joint_pos_11,joint_vel_0,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,joint_vel_8,joint_vel_9,joint_vel_10,joint_vel_11,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11
0.2563474476337433,-0.19891096651554108,-0.3129580616950989,0.014184091240167618,0.004875097423791885,-0.9790735840797424,1.3727378845214844,-0.19296854734420776,-0.21958839893341064,-0.11503220349550247,0.26106420159339905,-0.10636346787214279,-0.052793100476264954,-0.8094801902770996,-0.06718676537275314,-0.5850360989570618,-0.2286318838596344,-0.04024645686149597,-0.3671438694000244,0.20038171112537384,0.6633260846138,0.0966888815164566,0.11786045879125595,-0.3212873935699463,-0.2655940651893616,0.436713308095932,0.07115401327610016,0.7728896141052246,-0.4822973906993866,0.14597125351428986,0.8199970126152039,0.7670511603355408,-0.02452864684164524,0.1173907071352005,1.6960017681121826,-1.92750084400177,-0.5282725691795349,-2.278078079223633,0.28296124935150146,0.6296539306640625,-3.058887243270874,0.10813894867897034,0.5227274894714355,3.548114061355591,2.6262621879577637
-0.20977842807769775,-0.16219571232795715,-0.09364541620016098,0.022161949425935745,0.02240467444062233,-0.9837614893913269,1.3727378845214844,-0.19296854734420776,-0.21326076984405518,-0.11853823810815811,0.31995463371276855,-0.2041940838098526,0.008338039740920067,-0.6806856393814087,-0.0005868040025234222,-0.4152902662754059,-0.35889187455177307,-0.03694070875644684,-0.059694431722164154,0.40744635462760925,0.6052616238594055,-0.07014431804418564,0.17587719857692719,-0.1642543375492096,0.1209445595741272,0.26740121841430664,0.12273714691400528,0.25699830055236816,-0.17858321964740753,-0.006715464871376753,0.7368937730789185,0.04531703144311905,0.1264137327671051,-1.4001144170761108,0.8505383133888245,-1.1216049194335938,1.7989643812179565,-3.0216257572174072,0.5309878587722778,-1.6128084659576416,-1.275922179222107,-0.261968195438385,1.377620816230774,4.799680233001709,2.4838132858276367
-0.2832391858100891,0.05424034222960472,0.023388143628835678,-0.006264131516218185,0.01645667478442192,-1.0291606187820435,1.3727378845214844,-0.19296854734420776,-0.21403181552886963,-0.13262322545051575,0.3635827600955963,-0.1758304387331009,0.14428585767745972,-0.6177847385406494,0.08190207928419113,-0.3468573987483978,-0.29603609442710876,-0.05458585172891617,0.12332794815301895,0.29961538314819336,0.31446021795272827,-0.023366529494524002,0.011059260927140713,0.026201559230685234,0.3617871403694153,0.20065879821777344,0.23017354309558868,0.09841351956129074,0.08368313312530518,0.04170086607336998,0.3563794195652008,-0.1497677117586136,-0.7350789904594421,-0.3481154441833496,1.155447006225586,-0.9350541234016418,1.3153818845748901,-2.337907075881958,0.5615927577018738,-0.7233206033706665,-1.5407339334487915,-0.3258053660392761,0.7167489528656006,6.055981636047363,0.18403613567352295
0.27963143587112427,0.04318947717547417,-0.031235679984092712,-0.017717111855745316,0.041041482239961624,-1.0228835344314575,1.3727378845214844,-0.19296854734420776,-0.21391212940216064,-0.16365331411361694,0.3689054250717163,-0.18802499771118164,0.2516142725944519,-0.5409138202667236,0.0950193852186203,-0.31368130445480347,-0.334586501121521,0.03049076907336712,0.3831220269203186,0.23903176188468933,0.24721328914165497,-0.0888577476143837,0.00581328896805644,-0.11697959899902344,0.2077304571866989,0.13704417645931244,-0.008297908119857311,0.1198144480586052,-0.05934525281190872,0.1602061539888382,0.46892139315605164,-0.06091680750250816,-0.17680086195468903,-0.4565144181251526,1.7122583389282227,-1.7015361785888672,1.471346139907837,-1.7404868602752686,0.14465829730033875,-0.08970483392477036,-1.4087128639221191,0.3693978190422058,1.878098964691162,6.663248062133789,0.8312820196151733
-0.5631362199783325,0.27477481961250305,-0.03456394001841545,-0.03624030947685242,0.055242251604795456,-0.9630570411682129,1.3727378845214844,-0.19296854734420776,-0.2118602991104126,-0.12775202095508575,0.3998332619667053,-0.16317908465862274,0.2769091725349426,-0.4680313766002655,0.1281024068593979,-0.28613966703414917,-0.32866889238357544,0.17740096151828766,0.32027000188827515,0.18620166182518005,0.19574157893657684,0.10757239162921906,0.16596899926662445,0.07431211322546005,0.1300983875989914,0.26014047861099243,-0.08274274319410324,-0.005272954702377319,-0.049804966896772385,0.3113022744655609,-0.17762818932533264,-0.06598655134439468,-0.03608948737382889,-0.454437792301178,1.427404761314392,-0.8326875567436218,2.1251232624053955,-1.327688455581665,-0.10169863700866699,0.21416272222995758,-1.1318968534469604,1.0027846097946167,0.9160582423210144,6.342097759246826,2.143303155899048
-0.1825103461742401,0.30279484391212463,-0.07826601713895798,-0.003586113452911377,0.09683580696582794,-1.0195823907852173,1.3727378845214844,-0.19296854734420776,-0.20959055423736572,-0.10603157430887222,0.41310715675354004,-0.14911407232284546,0.2919965088367462,-0.4193743169307709,0.14447934925556183,-0.27705392241477966,-0.3403204083442688,0.19056472182273865,0.027400804683566093,0.14454492926597595,0.18292079865932465,0.025375723838806152,-0.09931673854589462,-0.03616514429450035,0.003276002360507846,0.14672553539276123,-0.04608501121401787,-0.03029412031173706,-0.09055601805448532,-0.25734275579452515,-0.5294475555419922,0.011102301068603992,0.003823143197223544,-0.3527924418449402,1.0550090074539185,-1.2680540084838867,2.2729268074035645,-0.9781895279884338,0.3594561815261841,0.7414807081222534,0.018328925594687462,2.5144882202148438,-0.7253907322883606,6.068691253662109,3.619161605834961
-0.06242990866303444,-0.034712474793195724,-0.04700203984975815,-0.007500369101762772,0.0817912369966507,-0.9822894334793091,1.3727378845214844,-0.19296854734420776,-0.20733749866485596,-0.09777846187353134,0.3753770887851715,-0.14864598214626312,0.3021220266819,-0.3770065903663635,0.09896904975175858,-0.2516927421092987,-0.3134826421737671,0.11807014793157578,-0.27828189730644226,0.1196872815489769,0.1475939154624939,-0.0315735787153244,-0.11700446903705597,0.001855832408182323,0.022748786956071854,0.07409816235303879,-0.08816874027252197,0.07871656864881516,0.08024685829877853,-0.05826094374060631,-0.7730429172515869,-0.043393343687057495,0.004075586795806885,-0.9129804372787476,1.1704820394515991,-1.0284128189086914,2.658029317855835,1.3182650804519653,0.06198213994503021,0.1241142600774765,0.5865945219993591,3.244032144546509,-2.309197187423706,5.496901512145996,3.323693037033081
-0.15052485466003418,-0.09823726117610931,-0.04736575856804848,0.03929648920893669,0.047144535928964615,-1.0331097841262817,1.3727378845214844,-0.19296854734420776,-0.20494043827056885,-0.0864359587430954,0.3316217064857483,-0.1367211639881134,0.3038730025291443,-0.3208186626434326,-0.06537923961877823,-0.2145714908838272,-0.2630331516265869,0.07886132597923279,-0.5712390542030334,0.07790236920118332,0.12541669607162476,0.054199863225221634,-0.16172079741954803,0.04011359438300133,-0.05420627072453499,0.13727283477783203,-0.5169598460197449,0.15699516236782074,0.06607339531183243,0.0602995865046978,-0.5754274725914001,-0.023893648758530617,-0.04862472414970398,-0.6937469244003296,1.1148731708526611,-1.2037947177886963,2.570828676223755,1.924074411392212,-1.0603963136672974,-0.4991004467010498,0.5441934466362,2.859405517578125,-3.2710766792297363,4.75220251083374,3.135403871536255
-0.07035142928361893,-0.22971586883068085,-0.1396310031414032,-0.012682769447565079,0.04477633163332939,-1.0329993963241577,1.3727378845214844,-0.19296854734420776,-0.20170938968658447,-0.06983073055744171,0.28371480107307434,-0.14068716764450073,0.3176151216030121,-0.27353599667549133,-0.3515445590019226,-0.14888852834701538,-0.21012833714485168,0.07968752831220627,-0.6728644371032715,0.053526751697063446,0.10668312758207321,0.04089062288403511,-0.013998538255691528,-0.011883723549544811,-0.027944499626755714,0.12152160704135895,-0.7121191620826721,0.13665223121643066,0.1715918779373169,0.09710188210010529,-0.282479852437973,-0.01617642678320408,-0.08409418910741806,-0.47342807054519653,0.8926067352294922,-1.3449580669403076,2.5240368843078613,1.7835437059402466,-2.083622455596924,-0.37288111448287964,0.460099458694458,2.9767634868621826,-3.259178638458252,4.525854587554932,2.8105337619781494
-0.19197145104408264,-0.1763189285993576,-0.02034802734851837,-0.010099738836288452,0.14044089615345,-1.0329724550247192,1.3727378845214844,-0.19296854734420776,-0.19967234134674072,-0.05127519369125366,0.26812976598739624,-0.12373223155736923,0.3158787786960602,-0.19669057428836823,-0.6352930068969727,-0.08464287966489792,-0.1604069322347641,0.06393634527921677,-0.7021113634109497,0.042273879051208496,0.08105437457561493,-0.009069383144378662,-0.1025208830833435,-0.03643686696887016,0.021197831258177757,0.1766606569290161,-0.6582435965538025,0.17790928483009338,0.057670917361974716,0.10859964042901993,-0.03464179113507271,0.020824909210205078,0.0626404881477356,-0.7025132775306702,0.6190406680107117,-0.9180004000663757,2.9557301998138428,1.8292728662490845,-2.7339577674865723,-0.5732041597366333,0.5183700919151306,2.2145166397094727,-3.0178487300872803,4.333538055419922,2.2978572845458984
